Country,Region,GDP_Per_Capita,Social_Support,Life_Expectancy,Freedom,Generosity,Corruption_Perception,Unemployment_Rate,Population,Happiness_Score,Happiness_Rank
Japan,North America,2.442,0.392,69.1,0.205,0.689,0.733,9.9,64026635.0,7.04,1655.0
Norway,North America,1.585,0.627,68.3,0.964,0.308,0.184,18.4,151034431.0,7.04,1656.0
UAE,Europe,1.338,0.745,78.5,0.618,0.218,0.681,13.0,1342814880.0,7.04,1657.0
USA,Europe,1.666,0.575,74.5,0.822,0.559,0.517,7.0,203865668.0,7.04,1658.0
Brazil,North America,0.783,0.853,75.9,0.818,0.107,0.494,5.3,659991926.0,7.04,1659.0
USA,Asia,1.666,0.672,70.5,0.681,0.369,0.543,23.5,218823272.0,7.04,1660.0
Bhutan,Oceania,,,,,0.11,0.709,7.4,246815134.0,,1661.0
Japan,Oceania,1.442,0.558,73.6,0.436,0.134,0.47,6.7,192927256.0,7.04,1662.0
Finland,North America,2.146,0.358,77.3,0.26,0.351,0.293,,379661286.0,7.04,1663.0
Canada,Europe,1.276,0.98,68.0,0.976,0.572,0.273,19.7,757216282.0,7.04,1664.0
Japan,Europe,2.058,0.463,64.8,0.601,0.494,0.34,16.9,403380341.0,7.03,1665.0
India,Europe,1.125,0.577,79.4,0.715,0.326,0.659,11.0,270602371.0,7.03,1666.0
Australia,South America,1.565,0.5,82.8,0.974,0.316,0.761,10.7,354556598.0,7.03,1667.0
Japan,North America,1.099,0.66,77.3,0.529,0.423,0.257,22.1,1158812306.0,7.03,1668.0
Australia,Europe,2.405,0.372,66.1,0.264,0.486,0.431,6.1,1092412144.0,7.03,1669.0
Sweden,Asia,2.368,0.727,60.2,0.57,0.24,0.874,10.4,378068241.0,7.03,
China,Asia,1.679,0.596,72.2,0.924,0.714,0.306,2.5,529093511.0,7.03,1671.0
Italy,Europe,2.384,0.457,70.7,0.26,0.698,0.775,14.0,696489195.0,7.03,1672.0
Singapore,Asia,1.663,0.429,72.2,0.451,0.057,0.008,23.9,738205668.0,7.03,1673.0
Singapore,South America,1.17,0.709,81.7,0.83,0.486,0.813,19.0,1043071396.0,7.03,1674.0
Italy,Asia,1.607,0.677,78.0,0.504,0.678,0.433,12.5,435954691.0,7.03,1675.0
Brazil,Europe,1.079,0.516,81.2,0.913,0.697,0.743,22.2,302581340.0,7.03,1676.0
Nepal,North America,1.33,0.672,70.5,0.607,0.241,0.621,14.2,,7.03,1677.0
Sweden,Europe,1.497,0.887,62.9,0.67,0.144,0.003,4.8,1111582798.0,7.03,1678.0
Brazil,Europe,1.284,0.404,77.4,0.92,0.37,0.033,19.3,340999534.0,7.03,1679.0
Denmark,North America,1.848,0.474,69.4,0.673,0.633,0.661,14.2,796427420.0,7.03,1680.0
Italy,Europe,1.511,0.993,68.6,0.634,0.152,0.614,21.2,852102207.0,7.03,1681.0
USA,North America,0.619,0.83,81.5,0.704,0.766,0.706,18.6,340131160.0,7.03,1682.0
China,North America,2.357,0.471,62.3,0.647,0.529,0.637,10.0,172234283.0,7.03,1683.0
Germany,Asia,0.999,0.828,82.0,0.868,0.76,0.672,5.9,674727.0,7.03,1684.0
Japan,South America,1.376,0.592,83.8,0.655,0.114,0.33,21.1,1165420147.0,7.03,1685.0
China,Europe,1.448,0.532,78.1,0.22,0.504,0.232,6.7,681451580.0,7.02,1686.0
Canada,South America,2.113,0.481,74.5,0.431,0.738,0.414,18.0,782162908.0,7.02,1687.0
Italy,Oceania,1.472,0.744,71.3,0.39,0.597,0.178,18.3,1159667449.0,7.02,1688.0
Japan,Oceania,0.929,0.787,66.8,0.996,0.474,0.036,11.6,735285163.0,7.02,
Canada,Oceania,2.129,0.811,58.8,0.463,0.726,0.58,23.4,197221264.0,7.02,1690.0
USA,Europe,1.297,0.813,85.0,0.262,0.57,0.643,23.9,1030145156.0,7.02,1691.0
Sweden,South America,2.033,0.724,59.1,0.278,0.203,0.486,18.0,880207450.0,7.02,1692.0
Norway,Asia,1.837,0.514,67.4,0.86,0.168,0.296,4.6,137273517.0,7.02,1693.0
France,North America,2.313,0.501,69.4,0.205,0.277,0.831,15.7,35410694.0,7.02,1694.0
USA,Asia,2.499,0.349,69.3,0.225,0.015,0.778,6.5,262751634.0,7.02,1695.0
Nepal,Asia,0.79,0.797,84.3,0.625,0.593,0.799,3.5,1066910216.0,7.02,1696.0
China,Europe,1.246,0.956,72.3,0.839,0.423,0.432,13.0,41185042.0,7.02,1697.0
Canada,Asia,2.404,0.598,57.2,0.206,0.215,0.892,6.2,1057438732.0,7.02,1698.0
Sweden,South America,1.947,0.512,69.6,0.252,0.672,0.124,6.5,1018476292.0,7.02,1699.0
Nepal,North America,2.363,0.317,52.5,0.828,0.703,0.003,24.3,1242194777.0,7.02,1700.0
Singapore,North America,1.908,0.804,61.7,0.744,0.239,0.775,5.8,536245781.0,7.02,1701.0
India,Asia,2.326,0.79,55.7,0.75,0.785,0.866,3.5,745485075.0,7.02,1702.0
India,Asia,1.203,0.919,73.9,0.848,0.254,0.231,17.9,1324444307.0,7.01,1703.0
UK,Europe,1.346,0.368,82.8,0.546,0.223,0.744,5.3,879211877.0,7.01,1704.0
France,South America,1.059,0.63,84.2,0.315,0.316,0.227,3.6,1364468558.0,7.01,1705.0
France,Europe,1.728,0.847,63.8,0.992,0.028,0.515,16.0,1028833436.0,7.01,1706.0
Japan,Oceania,1.918,0.589,63.4,0.654,0.278,0.597,20.3,618744678.0,7.01,1707.0
Denmark,South America,1.995,0.6,64.8,0.743,0.773,0.202,7.1,619885472.0,7.01,1708.0
Bhutan,Asia,0.774,0.707,76.7,0.999,0.751,0.549,9.8,582509505.0,7.01,1709.0
Denmark,Oceania,2.34,0.582,58.3,0.75,0.096,0.025,24.8,829011424.0,7.01,1710.0
UK,South America,1.306,0.995,71.9,0.736,0.008,0.796,20.1,1126953809.0,7.01,1711.0
UK,North America,0.815,0.928,82.1,0.216,0.367,0.285,13.3,1150699732.0,7.01,1712.0
Norway,South America,1.311,0.357,84.3,0.734,0.145,0.381,9.6,540916620.0,7.01,1713.0
Finland,Europe,1.577,0.661,69.1,0.471,0.417,0.686,13.2,32220562.0,7.01,1714.0
Finland,Europe,1.855,0.458,65.1,0.903,0.587,0.473,14.1,80136646.0,7.01,1715.0
Nepal,Asia,2.342,0.308,73.2,0.272,0.027,0.217,3.7,925420912.0,7.01,1716.0
Brazil,South America,1.945,0.739,51.1,0.607,0.196,0.061,22.4,484052011.0,7.0,1717.0
Norway,Asia,1.64,0.488,79.4,0.269,0.71,0.695,10.8,459853863.0,7.0,1718.0
Germany,South America,2.245,0.467,69.7,0.613,0.441,0.618,6.7,359496069.0,7.0,1719.0
Bhutan,Asia,1.633,0.303,76.4,0.56,0.409,0.687,10.0,17954877.0,7.0,1720.0
UAE,Asia,2.464,0.448,56.8,0.657,0.137,0.032,18.9,1042079266.0,7.0,1721.0
Germany,Oceania,1.432,0.912,76.7,0.548,0.144,0.695,24.4,332615436.0,7.0,1722.0
Italy,North America,0.98,0.439,84.9,0.617,0.596,0.146,23.2,1081474718.0,7.0,1723.0
India,Asia,1.517,0.396,74.9,0.644,0.576,0.139,5.1,470383082.0,7.0,1724.0
Canada,Europe,,,,,0.189,0.462,4.0,270874728.0,,1725.0
India,South America,2.426,0.329,65.2,0.99,0.732,0.668,17.6,423945784.0,6.99,1726.0
Australia,South America,1.887,0.318,74.9,0.775,0.307,0.593,10.7,610945756.0,6.99,1727.0
Bhutan,Asia,0.928,0.659,78.9,0.464,0.078,0.234,11.4,1301407556.0,6.99,1728.0
Spain,South America,0.775,0.953,71.9,0.732,0.369,0.553,2.6,217977712.0,6.99,1729.0
Bhutan,Europe,1.388,0.764,79.9,0.461,0.718,0.022,3.2,1026388897.0,6.99,1730.0
Finland,Asia,0.861,0.671,84.3,0.454,0.545,0.248,6.6,531019714.0,6.99,1731.0
Brazil,Oceania,1.661,0.553,81.1,0.619,0.535,0.56,10.5,815750384.0,6.99,1732.0
Brazil,Oceania,1.164,0.893,81.9,0.338,0.1,0.641,15.5,84998462.0,6.99,1733.0
Singapore,North America,1.023,0.945,69.3,0.993,0.279,0.001,11.3,982367768.0,6.99,1734.0
China,Europe,2.048,0.387,70.5,0.483,0.759,0.432,10.7,81590473.0,6.99,1735.0
Brazil,North America,2.468,0.595,55.1,0.378,0.585,0.481,15.4,1148223083.0,6.99,1736.0
Nepal,Europe,1.697,0.481,79.4,0.347,0.679,0.005,18.0,78903074.0,6.99,1737.0
Spain,Asia,1.157,0.668,78.1,0.382,0.782,0.659,15.7,884217517.0,6.99,1738.0
France,Oceania,1.482,0.678,60.6,0.928,0.052,0.017,21.7,274520085.0,6.98,1739.0
UK,Europe,1.046,0.745,73.7,0.424,0.142,0.157,16.6,1071264861.0,6.98,1740.0
UAE,North America,1.704,0.763,67.6,0.578,0.215,0.087,11.7,854762474.0,6.98,1741.0
France,South America,1.761,0.556,69.5,0.785,0.523,0.711,24.0,919598963.0,6.98,1742.0
UK,Asia,1.746,0.455,78.6,0.339,0.379,0.308,21.3,172392015.0,6.98,1743.0
USA,Europe,1.135,0.705,82.2,0.871,0.188,0.685,15.8,26234750.0,6.98,1744.0
Japan,Asia,1.764,0.685,62.8,0.432,0.141,0.696,8.1,684774770.0,6.98,1745.0
Japan,Asia,1.823,0.325,67.6,0.856,0.229,0.229,12.7,515363354.0,6.98,1746.0
Spain,Oceania,2.093,0.345,73.4,0.239,0.59,0.718,15.6,118572908.0,6.98,1747.0
Canada,Oceania,2.334,0.794,52.2,0.783,0.083,0.394,5.1,642436536.0,6.98,1748.0
USA,North America,2.106,0.706,58.1,0.688,0.335,0.002,11.2,757773005.0,6.98,1749.0
USA,Asia,1.745,0.702,64.1,0.623,0.127,0.537,12.9,699077142.0,6.98,1750.0
USA,Asia,1.654,0.435,74.1,0.258,0.294,0.4,16.1,1278986306.0,6.98,1751.0
Japan,Europe,1.957,0.726,63.7,0.742,0.695,0.165,15.8,525138613.0,6.98,1752.0
Sweden,North America,2.431,0.317,75.4,0.341,0.463,0.674,21.9,248048635.0,6.98,1753.0
Nepal,Oceania,0.685,0.94,80.4,0.715,0.213,0.682,6.7,329564715.0,6.98,1754.0
Australia,Oceania,2.06,0.36,72.8,0.644,0.719,0.248,2.3,580863167.0,6.98,1755.0
Germany,North America,1.861,0.335,70.9,0.678,0.727,0.217,9.5,544474639.0,6.97,1756.0
Denmark,North America,2.169,0.35,62.9,0.692,0.42,0.435,9.0,604090614.0,6.97,1757.0
Germany,Oceania,2.21,0.811,51.0,0.617,0.179,0.013,17.9,35417602.0,6.97,1758.0
Bhutan,South America,0.854,0.935,81.0,0.722,0.252,0.411,2.4,729045355.0,6.97,1759.0
UAE,Oceania,1.801,0.471,64.3,0.987,0.454,0.089,11.9,758015006.0,6.97,1760.0
Singapore,North America,1.145,0.642,73.1,0.615,0.541,0.141,11.3,115811245.0,6.97,1761.0
UAE,South America,2.169,0.477,51.6,0.862,0.605,0.406,5.9,174133474.0,6.97,1762.0
Finland,Asia,1.801,0.303,73.9,0.675,0.613,0.268,15.5,1204353504.0,6.97,1763.0
Germany,Oceania,0.978,0.473,82.5,0.924,0.498,0.749,8.5,1002425958.0,6.97,1764.0
Spain,North America,1.842,0.488,67.1,0.396,0.499,0.058,17.2,555511932.0,6.96,1765.0
Denmark,Europe,1.881,0.587,70.4,0.556,0.257,0.459,19.0,507286737.0,6.96,1766.0
UAE,North America,2.256,0.687,57.4,0.518,0.115,0.04,10.9,397616353.0,6.96,1767.0
Australia,North America,2.085,0.317,69.7,0.308,0.358,0.057,2.7,37652544.0,6.96,1768.0
China,Oceania,1.435,0.476,72.7,0.476,0.233,0.215,5.5,148452335.0,6.96,1769.0
Germany,Asia,1.224,0.953,82.7,0.326,0.142,0.813,15.6,1068255356.0,6.96,1770.0
UK,North America,1.904,0.474,64.3,0.868,0.091,0.825,23.1,1299088179.0,6.96,1771.0
Bhutan,Europe,1.626,0.712,64.4,0.252,0.623,0.304,16.8,1156392359.0,6.96,1772.0
Singapore,Europe,,,,,0.51,0.272,3.7,1039426724.0,,1773.0
Norway,Asia,1.159,0.927,81.5,0.348,0.274,0.449,8.2,45927262.0,6.95,1774.0
Sweden,Asia,2.291,0.801,52.1,0.661,0.188,0.8,20.9,582500280.0,6.95,1775.0
UAE,South America,1.423,0.98,71.8,0.559,0.264,0.625,9.2,1074292842.0,6.95,1776.0
France,South America,0.889,0.594,82.9,0.62,0.798,0.643,14.5,311466278.0,6.95,1777.0
Spain,Asia,1.708,0.715,59.4,0.665,0.549,0.635,19.4,746562484.0,6.95,1778.0
Canada,South America,1.814,0.85,56.6,0.721,0.25,0.892,11.6,593873578.0,6.95,1779.0
Denmark,Europe,2.336,0.358,51.0,0.618,0.295,0.018,16.9,903504514.0,6.95,1780.0
India,South America,2.171,0.369,68.8,0.736,0.429,0.427,17.0,979989151.0,6.95,1781.0
India,Oceania,2.473,0.402,55.1,0.846,0.773,0.862,17.2,50240601.0,6.95,1782.0
Spain,Asia,1.914,0.602,58.8,0.383,0.083,0.578,8.6,1088646045.0,6.95,1783.0
UAE,Oceania,1.961,0.628,57.9,0.612,0.19,0.754,15.7,1147508858.0,6.95,1784.0
UAE,North America,2.251,0.432,66.5,0.741,0.679,0.806,14.5,571110204.0,6.95,1785.0
USA,South America,2.465,0.433,60.3,0.807,0.432,0.341,4.4,1349341368.0,6.95,1786.0
France,Oceania,1.829,0.479,66.6,0.433,0.288,0.137,21.8,639988096.0,6.95,1787.0
India,South America,1.461,0.909,76.6,0.258,0.327,0.278,2.3,393422521.0,6.95,1788.0
Denmark,Oceania,2.06,0.573,69.1,0.353,0.49,0.457,4.2,787208611.0,6.95,1789.0
Sweden,Asia,2.139,0.852,51.6,0.232,0.67,0.44,19.2,847506391.0,6.95,1790.0
Italy,Asia,1.506,0.44,79.9,0.685,0.799,0.601,9.3,423304907.0,6.95,1791.0
Denmark,North America,1.306,0.439,77.9,0.884,0.797,0.437,2.3,153827503.0,6.95,1792.0
Finland,Oceania,1.719,0.61,66.4,0.612,0.622,0.457,4.6,429752612.0,6.94,1793.0
Germany,Asia,1.339,0.865,65.3,0.929,0.315,0.386,2.9,349253532.0,6.94,1794.0
UAE,Oceania,1.594,0.854,68.3,0.347,0.168,0.178,2.2,1013847055.0,6.94,1795.0
Australia,Asia,2.181,0.53,50.5,0.956,0.145,0.056,19.0,339587387.0,6.94,1796.0
Denmark,Europe,1.762,0.723,52.3,0.989,0.173,0.52,11.2,70904397.0,6.94,1797.0
Spain,Europe,1.459,0.62,67.4,0.927,0.555,0.282,18.2,93424785.0,6.94,1798.0
Norway,North America,1.325,0.968,65.9,0.255,0.527,0.893,23.7,236367570.0,6.94,1799.0
UK,North America,1.68,0.421,73.6,0.833,0.427,0.834,13.0,1297702317.0,6.94,1800.0
UK,Europe,2.325,0.591,54.4,0.303,0.702,0.66,20.9,870324100.0,6.94,1801.0
Canada,South America,1.164,0.949,73.5,0.896,0.327,0.533,19.5,648865986.0,6.94,1802.0
Denmark,South America,1.278,0.686,78.5,0.557,0.238,0.514,20.0,878477096.0,6.94,1803.0
Nepal,Asia,1.873,0.855,67.3,0.209,0.546,0.326,10.1,1217325481.0,6.94,1804.0
USA,Oceania,2.199,0.611,54.1,0.47,0.539,0.618,8.8,1250753300.0,6.94,1805.0
China,Asia,0.873,0.963,80.0,0.884,0.642,0.711,9.8,1326320866.0,6.94,1806.0
Denmark,South America,1.954,0.327,66.2,0.833,0.153,0.326,13.9,616830439.0,6.94,1807.0
Germany,Oceania,2.329,0.608,56.2,0.67,0.548,0.297,11.7,795160190.0,6.94,1808.0
Finland,North America,1.591,0.508,72.3,0.518,0.043,0.245,13.5,,6.93,1809.0
Norway,South America,1.141,0.975,67.4,0.703,0.009,0.547,3.2,714956407.0,6.93,1810.0
Finland,South America,1.643,0.316,69.6,0.949,0.596,0.33,13.9,34804386.0,6.93,1811.0
Germany,Europe,1.653,0.744,62.2,0.917,0.569,0.694,,1071341112.0,6.93,1812.0
Nepal,South America,2.394,0.324,71.2,0.537,0.444,0.63,6.2,1101633258.0,6.93,1813.0
Denmark,South America,1.174,0.719,73.5,0.325,0.119,0.25,24.1,1034855210.0,6.93,1814.0
Brazil,South America,1.476,0.334,84.6,0.701,0.175,0.182,10.8,637353989.0,6.93,1815.0
USA,South America,0.839,0.896,73.2,0.844,0.795,0.391,2.8,281999954.0,6.93,1816.0
Italy,North America,1.742,0.695,63.9,0.731,0.366,0.605,2.4,1042912277.0,6.93,1817.0
USA,Oceania,1.186,0.758,84.6,0.621,0.254,0.598,8.1,329217189.0,6.93,1818.0
UK,South America,2.399,0.475,67.2,0.378,0.484,0.735,15.3,1260843343.0,6.93,1819.0
France,South America,1.308,0.691,70.5,0.904,0.427,0.471,21.6,378142814.0,6.93,1820.0
USA,Oceania,2.015,0.958,50.3,0.72,0.691,0.827,9.1,1313418300.0,6.92,1821.0
Spain,Oceania,1.748,0.595,63.7,0.463,0.51,0.18,9.9,678541195.0,6.92,1822.0
Germany,South America,2.007,0.801,60.7,0.375,0.225,0.009,8.4,1323256134.0,6.92,1823.0
India,Asia,1.831,0.793,63.0,0.669,0.049,0.724,6.1,1332210278.0,6.92,1824.0
Finland,Europe,1.661,0.737,68.9,0.52,0.409,0.046,11.1,539783201.0,6.92,1825.0
Canada,Oceania,0.773,0.945,66.1,0.83,0.64,0.083,13.7,416433971.0,6.92,1826.0
USA,South America,2.002,0.595,58.3,0.93,0.546,0.469,16.3,720109927.0,6.92,1827.0
Germany,Europe,1.799,0.923,60.6,0.953,0.744,0.882,2.4,808590022.0,6.92,1828.0
UAE,North America,1.869,0.572,66.4,0.736,0.463,0.662,23.9,11178312.0,6.92,1829.0
Norway,South America,1.89,0.452,65.3,0.484,0.724,0.646,7.9,543767738.0,6.92,1830.0
Nepal,South America,0.982,0.784,75.2,0.912,0.59,0.559,10.3,304694822.0,6.92,1831.0
Italy,Asia,2.284,0.535,61.8,0.718,0.774,0.051,19.1,1174499629.0,6.92,1832.0
Canada,Europe,1.423,0.416,80.9,0.229,0.519,0.152,21.2,720147216.0,6.92,1833.0
Italy,South America,2.302,0.302,68.8,0.661,0.323,0.64,7.9,105709418.0,6.92,1834.0
Sweden,South America,1.516,0.961,73.1,0.246,0.288,0.882,22.8,1296045061.0,6.92,1835.0
Singapore,South America,1.566,0.485,69.9,0.528,0.164,0.234,2.4,1054488045.0,6.92,1836.0
Germany,South America,1.211,0.735,83.5,0.255,0.266,0.426,21.8,995942746.0,6.92,1837.0
UAE,Europe,1.757,0.337,70.6,0.837,0.318,0.255,5.6,944276460.0,6.91,1838.0
Italy,Europe,1.7,0.395,74.7,0.728,0.432,0.422,13.6,1029154768.0,6.91,1839.0
China,North America,1.133,0.637,83.6,0.472,0.225,0.838,23.3,423870915.0,6.91,1840.0
Germany,Oceania,2.003,0.649,64.3,0.515,0.145,0.685,11.2,810771526.0,6.91,1841.0
Bhutan,Asia,1.263,0.684,84.0,0.727,0.365,0.895,5.8,999662088.0,6.91,1842.0
UAE,Asia,1.98,0.366,77.7,0.306,0.447,0.697,9.2,44646768.0,6.91,1843.0
France,Asia,1.997,0.507,74.4,0.475,0.337,0.9,7.1,949341325.0,6.91,1844.0
Norway,South America,1.478,0.572,66.8,0.812,0.479,0.554,24.9,489835177.0,6.91,1845.0
India,Oceania,1.589,0.423,79.6,0.352,0.743,0.828,6.0,1128001423.0,6.91,1846.0
Germany,Oceania,1.696,0.303,79.1,0.337,0.092,0.082,4.0,629266357.0,6.91,1847.0
USA,Oceania,1.767,0.547,75.7,0.321,0.557,0.824,23.1,591958029.0,6.91,1848.0
UK,North America,1.753,0.335,72.3,0.942,0.594,0.57,8.9,305572792.0,6.91,1849.0
Singapore,Europe,1.424,0.859,66.2,0.721,0.246,0.852,8.8,505956246.0,6.91,1850.0
UK,Oceania,2.405,0.342,62.1,0.767,0.788,0.487,9.3,1276884913.0,6.91,1851.0
Norway,Oceania,2.492,0.448,54.8,0.33,0.736,0.748,5.1,1282886632.0,6.91,1852.0
Japan,South America,,,,,0.704,0.79,17.3,958214832.0,,1853.0
Germany,North America,1.691,0.364,75.2,0.881,0.442,0.557,17.5,1394985032.0,6.9,1854.0
India,Asia,1.19,0.994,65.8,0.255,0.151,0.809,23.1,573048932.0,6.9,1855.0
India,Oceania,1.953,0.724,63.4,0.524,0.048,0.846,8.5,650537111.0,6.9,1856.0
USA,Asia,1.948,0.835,54.5,0.236,0.016,0.039,2.7,427754735.0,6.9,1857.0
Norway,North America,1.809,0.838,50.2,0.563,0.211,0.077,12.2,207401270.0,6.9,1858.0
Finland,South America,1.881,0.525,78.0,0.243,0.635,0.566,18.3,89642528.0,6.9,1859.0
Nepal,Europe,1.325,0.964,73.4,0.2,0.234,0.395,19.8,1049092841.0,6.9,1860.0
Finland,North America,0.921,0.696,76.3,0.733,0.169,0.222,2.4,970390754.0,6.9,1861.0
Denmark,North America,1.986,0.919,55.6,0.328,0.31,0.472,10.2,1133036225.0,6.9,1862.0
UK,North America,1.711,0.379,81.6,0.675,0.503,0.717,19.5,136989841.0,6.9,1863.0
Brazil,South America,1.206,0.676,73.8,0.837,0.768,0.418,15.8,1367599567.0,6.9,1864.0
Germany,Oceania,1.216,0.609,80.6,0.537,0.783,0.83,10.5,1175412010.0,6.9,1865.0
Singapore,North America,,,,,0.717,0.612,10.9,1105437546.0,,1866.0
Spain,South America,1.082,0.949,73.2,0.445,0.584,0.012,12.6,668764023.0,6.89,1867.0
Singapore,North America,1.063,0.925,69.7,0.599,0.252,0.789,23.7,419845251.0,6.89,1868.0
Japan,Asia,1.574,0.731,65.6,0.997,0.388,0.577,9.3,602993661.0,6.89,1869.0
Italy,Oceania,1.67,0.655,60.7,0.757,0.147,0.245,15.3,133123978.0,6.89,1870.0
Nepal,Europe,1.557,0.981,50.3,0.905,0.433,0.521,5.7,1283140620.0,6.89,1871.0
Nepal,North America,1.536,0.837,58.3,0.779,0.38,0.207,5.7,1115024043.0,6.89,1872.0
Singapore,Asia,1.933,0.364,67.5,0.711,0.338,0.342,4.3,1300696744.0,6.89,1873.0
China,Oceania,1.765,0.741,69.8,0.568,0.168,0.813,2.4,1241190294.0,6.89,1874.0
Canada,Oceania,1.793,0.557,74.3,0.488,0.272,0.182,21.2,1384614862.0,6.89,1875.0
UK,North America,1.27,0.926,73.6,0.241,0.219,0.506,2.4,976160969.0,6.89,1876.0
Bhutan,Oceania,1.841,0.643,65.7,0.45,0.708,0.485,15.9,720502644.0,6.89,1877.0
Australia,Europe,1.676,0.638,68.6,0.253,0.379,0.077,14.0,1191529910.0,6.89,1878.0
France,Europe,1.055,0.392,78.6,0.797,0.436,0.251,10.7,1360182033.0,6.89,1879.0
Norway,North America,1.466,0.655,65.5,0.514,0.363,0.077,19.0,71536878.0,6.89,1880.0
Finland,Europe,1.902,0.769,60.4,0.528,0.232,0.554,15.1,1139076643.0,6.89,1881.0
USA,South America,1.703,0.688,62.7,0.328,0.349,0.005,23.3,211573702.0,6.88,1882.0
Germany,Oceania,1.971,0.809,50.5,0.777,0.023,0.114,12.1,41955396.0,6.88,1883.0
China,South America,1.399,0.824,63.3,0.896,0.108,0.56,4.4,1094785305.0,6.88,1884.0
Finland,South America,2.378,0.316,64.1,0.97,0.321,0.535,7.6,1244260936.0,6.88,1885.0
Singapore,South America,0.573,0.805,81.9,0.945,0.468,0.609,9.7,,6.88,1886.0
Nepal,Europe,2.331,0.357,52.5,0.828,0.231,0.352,22.4,528078348.0,6.88,1887.0
Germany,Europe,1.577,0.532,69.0,0.404,0.486,0.38,,1206505735.0,6.88,1888.0
Australia,North America,1.114,0.659,77.7,0.546,0.769,0.412,12.3,906163431.0,6.88,1889.0
USA,Oceania,1.914,0.955,53.6,0.675,0.796,0.248,13.6,1351657367.0,6.88,1890.0
Spain,North America,1.564,0.48,80.4,0.698,0.338,0.732,22.2,62474901.0,6.88,1891.0
China,Europe,0.968,0.899,78.9,0.222,0.123,0.639,9.7,48356831.0,6.87,1892.0
Germany,South America,1.813,0.671,75.3,0.232,0.076,0.623,24.6,139574842.0,6.87,1893.0
India,South America,1.386,0.62,72.5,0.497,0.55,0.297,6.5,729257202.0,6.87,1894.0
France,Asia,1.214,0.677,79.2,0.325,0.043,0.869,23.6,921893796.0,6.87,1895.0
Norway,Asia,1.575,0.421,76.6,0.425,0.512,0.095,11.1,1134462133.0,6.87,1896.0
Singapore,Europe,1.824,0.623,57.0,0.723,0.386,0.654,21.3,327812981.0,6.87,1897.0
France,Asia,0.892,0.644,76.7,0.813,0.201,0.546,21.7,3071539.0,6.87,1898.0
UAE,Oceania,1.69,0.403,81.2,0.574,0.106,0.336,24.6,1086780435.0,6.87,1899.0
Italy,Asia,2.375,0.706,52.1,0.536,0.464,0.592,18.8,712015131.0,6.87,1900.0
Japan,South America,1.734,0.626,70.0,0.945,0.133,0.736,5.9,278837914.0,6.87,1901.0
Singapore,South America,2.352,0.414,66.5,0.475,0.758,0.66,20.0,1206641409.0,6.87,1902.0
India,Asia,2.248,0.483,50.2,0.991,0.57,0.469,20.2,988924033.0,6.87,1903.0
Canada,North America,2.122,0.366,68.8,0.74,0.437,0.26,9.5,715082856.0,6.87,1904.0
Norway,Europe,2.487,0.379,53.8,0.373,0.282,0.434,14.8,1124387700.0,6.87,1905.0
France,Asia,2.106,0.446,64.9,0.244,0.389,0.061,23.9,25294999.0,6.86,1906.0
Italy,Oceania,1.712,0.564,68.3,0.639,0.144,0.74,6.9,123333574.0,6.86,1907.0
Nepal,Oceania,1.993,0.748,55.5,0.427,0.256,0.752,11.5,825066849.0,6.86,1908.0
Australia,North America,2.224,0.401,55.5,0.883,0.187,0.328,18.7,961450913.0,6.86,1909.0
Norway,Asia,1.265,0.933,68.0,0.284,0.468,0.74,9.2,699518732.0,6.86,1910.0
China,South America,1.586,0.568,80.4,0.7,0.443,0.874,6.4,172256909.0,6.86,1911.0
Germany,North America,1.4,0.554,82.2,0.625,0.193,0.827,5.2,447312851.0,6.86,1912.0
Norway,North America,1.574,0.378,79.7,0.213,0.107,0.878,3.2,573513919.0,6.86,1913.0
Norway,Asia,1.436,0.671,74.5,0.943,0.558,0.828,22.2,1168464702.0,6.86,1914.0
France,North America,0.856,0.993,75.4,0.276,0.16,0.711,5.3,1030512122.0,6.86,1915.0
Spain,Asia,0.918,0.981,75.9,0.331,0.019,0.216,20.8,1387819076.0,6.86,1916.0
Denmark,Oceania,1.506,0.438,79.9,0.294,0.79,0.454,16.9,1096347309.0,6.86,1917.0
Canada,North America,1.789,0.423,73.8,0.9,0.231,0.652,9.1,396048120.0,6.85,1918.0
Norway,Oceania,1.554,0.563,75.1,0.21,0.135,0.58,12.9,1164003837.0,6.85,1919.0
Japan,South America,1.031,0.674,80.1,0.886,0.319,0.734,4.5,642312021.0,6.85,1920.0
USA,Oceania,1.044,0.817,66.5,0.934,0.777,0.551,4.5,938627966.0,6.85,1921.0
Canada,Europe,1.556,0.564,69.1,0.972,0.562,0.566,11.0,46343915.0,6.85,1922.0
UAE,Oceania,1.338,0.845,81.4,0.203,0.78,0.359,2.2,1217973578.0,6.85,1923.0
Spain,South America,1.47,0.739,76.8,0.373,0.28,0.298,8.7,102756241.0,6.85,1924.0
India,Europe,2.065,0.589,64.9,0.64,0.728,0.897,2.6,728701449.0,6.85,1925.0
Italy,Europe,1.598,0.311,77.7,0.902,0.691,0.248,21.0,358483754.0,6.85,1926.0
France,South America,0.932,0.669,82.8,0.394,0.782,0.347,9.6,794114065.0,6.85,1927.0
Japan,Asia,1.148,0.796,77.0,0.292,0.153,0.521,6.0,728192333.0,6.85,1928.0
India,South America,2.078,0.915,55.7,0.359,0.296,0.164,21.7,1292992041.0,6.85,1929.0
