Station_ID,City,PM2.5,PM10,NO2,SO2,CO,Ozone,Temperature,Humidity,Wind_Speed,AQI,AQI_Category,Weather
1360,Chennai,129.4,356.4,11.8,51.2,3.66,15.9,22.4,66.0,8.9,165.0,Severe,Rainy
1361,Chennai,268.9,220.5,160.0,99.6,1.6,36.5,35.6,51.0,17.7,216.0,Very Poor,Rainy
1362,Ahmedabad,135.8,343.3,177.9,3.6,2.98,184.6,28.2,93.0,15.3,219.0,Satisfactory,Sunny
1363,Hyderabad,17.5,15.6,161.0,78.6,3.05,26.0,30.2,63.0,0.6,64.0,Satisfactory,Rainy
1364,Surat,155.2,191.2,131.6,52.2,1.02,169.8,38.9,70.0,13.5,159.0,Very Poor,Foggy
1365,Bengaluru,226.5,388.9,,83.9,4.2,64.1,25.6,94.0,12.9,,Good,Sunny
1366,Hyderabad,291.6,101.9,81.2,88.9,2.34,110.8,,52.0,19.9,158.0,Satisfactory,Sunny
1367,Bengaluru,102.3,183.2,60.0,67.0,3.95,17.4,19.9,51.0,12.2,115.0,Poor,Rainy
1368,Pune,217.2,98.6,74.2,90.7,4.15,132.0,36.9,79.0,3.0,129.0,Satisfactory,Cloudy
1369,Jaipur,286.7,312.6,72.5,61.3,3.04,160.9,31.4,76.0,18.8,223.0,Good,Cloudy
1370,Jaipur,215.1,275.4,155.8,22.2,4.34,187.9,16.4,43.0,19.6,215.0,Poor,Cloudy
1371,Ahmedabad,,22.6,62.8,67.2,4.63,71.2,31.4,27.0,0.8,115.0,Severe,Rainy
1372,Surat,58.3,398.5,126.6,96.9,1.63,122.5,,83.0,8.5,194.0,Very Poor,Rainy
1373,Chennai,218.6,310.3,87.8,93.2,4.35,108.1,26.2,57.0,6.7,205.0,Good,Rainy
1374,Mumbai,,240.8,78.9,37.9,4.03,189.6,32.0,43.0,13.3,188.0,Severe,Cloudy
1375,Jaipur,278.9,58.5,76.7,58.6,0.88,67.3,18.5,76.0,16.1,138.0,Very Poor,Rainy
1376,Delhi,59.9,181.1,27.0,49.6,2.66,125.1,15.8,65.0,13.5,89.0,Good,Cloudy
1377,Kolkata,46.9,278.7,,31.3,1.4,9.6,24.3,36.0,15.7,,Good,Sunny
1378,Mumbai,200.0,261.7,36.5,66.3,3.72,163.2,33.4,68.0,14.8,166.0,Severe,Cloudy
1379,Chennai,216.6,356.1,61.2,74.3,2.19,68.5,19.6,64.0,20.0,211.0,Satisfactory,Rainy
1380,Ahmedabad,222.2,65.3,131.3,73.8,3.55,88.2,20.6,71.0,5.1,139.0,Moderate,Cloudy
1381,Hyderabad,105.7,168.8,105.0,26.3,4.92,80.3,14.7,65.0,14.0,126.0,Satisfactory,Cloudy
1382,Ahmedabad,266.9,393.0,176.6,77.9,4.09,76.9,39.4,93.0,19.9,278.0,Moderate,Cloudy
1383,Surat,30.2,385.5,160.4,84.0,4.21,5.0,40.3,35.0,8.7,192.0,Moderate,Cloudy
1384,Bengaluru,65.8,55.0,129.8,29.0,3.82,85.4,24.6,75.0,17.4,83.0,Poor,Cloudy
1385,Jaipur,243.5,68.6,138.2,84.0,1.78,186.3,17.8,65.0,1.9,150.0,Very Poor,Foggy
1386,Hyderabad,266.9,233.2,139.1,56.5,1.42,186.0,18.1,75.0,18.8,213.0,Poor,Foggy
1387,Pune,38.7,103.7,167.3,5.7,2.26,70.1,35.3,56.0,8.2,103.0,Poor,Cloudy
1388,Chennai,27.6,209.5,36.5,57.9,4.25,104.7,27.1,48.0,3.2,91.0,Very Poor,Sunny
1389,Hyderabad,275.1,105.3,87.6,11.7,2.5,90.3,41.1,94.0,1.1,156.0,Moderate,Sunny
1390,Hyderabad,113.1,207.5,33.4,12.1,2.82,156.5,38.7,90.0,5.2,118.0,Moderate,Sunny
1391,Delhi,78.7,104.8,123.0,38.9,0.31,15.4,12.9,64.0,2.0,102.0,Very Poor,Cloudy
1392,Mumbai,183.6,223.3,88.6,9.2,4.92,148.3,10.9,61.0,5.2,165.0,Severe,Cloudy
1393,Ahmedabad,207.7,135.0,169.7,3.3,3.65,148.0,38.8,72.0,10.9,170.0,Moderate,Foggy
1394,Ahmedabad,168.0,318.4,177.5,87.9,3.95,30.9,23.3,27.0,16.7,221.0,Good,Foggy
1395,Delhi,,201.2,65.2,95.1,4.79,178.9,35.0,58.0,6.4,169.0,Poor,Foggy
1396,Chennai,114.9,325.0,15.3,49.5,2.68,196.4,28.7,87.0,16.1,151.0,Satisfactory,Foggy
1397,Hyderabad,177.9,178.7,140.6,87.0,0.86,191.6,17.7,61.0,10.2,165.0,Moderate,Rainy
1398,Chennai,204.6,93.1,99.2,66.4,4.5,151.4,10.8,23.0,19.0,132.0,Severe,Foggy
1399,Hyderabad,288.3,204.0,171.4,78.1,0.73,120.5,34.7,29.0,10.4,221.0,Good,Foggy
1400,Bengaluru,222.4,126.7,62.8,90.7,1.16,52.7,38.3,56.0,3.7,137.0,Poor,Sunny
1401,Bengaluru,103.0,19.6,34.2,18.5,3.87,135.5,29.3,90.0,16.1,52.0,Poor,Rainy
1402,Ahmedabad,165.9,118.5,131.7,75.5,1.68,178.6,39.0,60.0,6.1,138.0,Good,Cloudy
1403,Hyderabad,,45.0,176.1,23.5,3.18,124.7,18.4,25.0,14.6,137.0,Satisfactory,Cloudy
1404,Kolkata,295.0,187.5,18.8,38.0,0.76,49.1,27.6,88.0,17.5,167.0,Very Poor,Foggy
1405,Delhi,145.7,62.4,169.6,28.9,4.51,137.0,17.1,95.0,14.2,125.0,Moderate,Cloudy
1406,Delhi,67.1,320.4,47.0,54.7,0.25,111.4,16.9,83.0,13.8,144.0,Satisfactory,Foggy
1407,Delhi,21.4,157.2,87.6,99.7,1.33,124.3,18.1,27.0,15.2,88.0,Satisfactory,Foggy
1408,Delhi,115.2,179.2,111.5,24.2,1.81,198.9,42.5,20.0,2.6,135.0,Very Poor,Sunny
1409,Kolkata,125.1,182.6,107.6,88.4,3.97,174.1,34.5,95.0,8.4,138.0,Satisfactory,Foggy
1410,Pune,290.1,104.5,137.4,56.4,4.31,6.6,22.4,42.0,16.7,177.0,Very Poor,Rainy
1411,Hyderabad,254.6,367.4,97.7,7.0,2.85,120.9,33.0,95.0,14.7,239.0,Very Poor,Sunny
1412,Delhi,204.8,125.2,82.0,2.2,1.34,98.5,11.6,28.0,10.6,137.0,Very Poor,Cloudy
1413,Bengaluru,137.6,222.4,98.9,73.6,4.81,106.6,21.1,85.0,3.7,152.0,Moderate,Rainy
1414,Mumbai,194.1,198.8,13.9,86.2,1.41,162.1,16.2,43.0,15.1,135.0,Good,Foggy
1415,Pune,161.7,123.7,48.1,7.4,3.56,183.1,22.0,56.0,13.2,111.0,Poor,Cloudy
1416,Mumbai,168.0,213.0,166.5,78.4,3.48,191.0,34.7,32.0,11.6,182.0,Severe,Rainy
1417,Chennai,189.8,155.3,124.5,86.1,1.91,118.2,12.5,49.0,11.8,156.0,Severe,Foggy
1418,Delhi,111.1,263.0,89.6,50.5,3.27,91.9,27.0,56.0,10.4,154.0,Very Poor,Foggy
1419,Kolkata,223.6,285.2,130.9,89.7,4.34,37.9,,60.0,13.8,213.0,Severe,Cloudy
1420,Hyderabad,169.9,49.5,95.1,63.2,3.79,151.0,41.7,20.0,15.5,104.0,Good,Cloudy
1421,Delhi,143.6,304.7,150.7,15.9,1.86,122.4,17.2,85.0,4.5,199.0,Moderate,Cloudy
1422,Ahmedabad,269.5,40.2,100.9,40.7,2.47,31.9,30.4,82.0,9.0,136.0,Moderate,Rainy
1423,Chennai,168.1,69.1,48.9,36.6,0.76,49.7,19.1,95.0,12.3,95.0,Poor,Foggy
1424,Surat,24.5,382.6,103.6,36.9,1.75,38.9,34.8,51.0,11.4,170.0,Poor,Foggy
1425,Chennai,189.9,311.8,30.0,75.1,1.04,38.8,44.1,94.0,18.6,177.0,Satisfactory,Rainy
1426,Delhi,257.0,271.5,108.2,87.1,1.18,135.7,26.2,67.0,14.9,212.0,Good,Foggy
1427,Chennai,91.3,20.6,120.7,39.4,4.74,148.6,14.3,50.0,11.6,77.0,Very Poor,Sunny
1428,Mumbai,236.7,81.3,173.5,63.6,3.32,173.4,44.2,57.0,12.0,163.0,Good,Sunny
1429,Pune,45.4,189.7,28.4,23.4,1.52,166.7,37.1,63.0,5.3,87.0,Severe,Foggy
1430,Delhi,56.6,271.3,72.3,38.9,4.01,142.8,39.6,54.0,9.5,133.0,Very Poor,Foggy
1431,Jaipur,82.3,262.1,59.5,19.7,2.94,28.4,14.5,51.0,13.5,134.0,Good,Rainy
1432,Jaipur,36.7,239.8,82.2,73.3,3.73,169.3,38.6,42.0,14.4,119.0,Severe,Rainy
1433,Chennai,98.5,200.9,85.1,67.6,2.02,117.7,33.6,83.0,0.9,128.0,Very Poor,Rainy
1434,Mumbai,169.2,171.5,53.3,35.6,4.96,178.8,21.1,83.0,10.8,131.0,Satisfactory,Sunny
1435,Pune,217.4,366.5,171.2,55.1,4.4,83.8,35.5,61.0,1.1,251.0,Satisfactory,Sunny
1436,Hyderabad,189.6,189.4,10.5,76.1,1.34,130.4,14.8,50.0,5.3,129.0,Severe,Sunny
1437,Kolkata,269.2,213.0,44.1,13.4,3.17,169.5,32.9,66.0,17.8,175.0,Very Poor,Foggy
1438,Bengaluru,288.3,212.8,58.1,20.9,1.35,58.8,36.7,31.0,1.4,186.0,Good,Rainy
1439,Chennai,51.5,187.8,23.3,77.9,4.01,102.3,31.1,58.0,16.5,87.0,Satisfactory,Cloudy
1440,Delhi,26.1,113.1,163.3,43.7,0.42,38.1,29.3,49.0,14.5,100.0,Satisfactory,Rainy
1441,Surat,158.1,398.0,152.9,26.2,4.24,64.1,22.3,54.0,13.0,236.0,Poor,Foggy
1442,Bengaluru,69.0,25.2,22.7,72.5,1.09,189.7,19.1,38.0,12.7,38.0,Moderate,Foggy
1443,Pune,36.3,88.6,19.2,11.7,3.99,50.3,33.8,29.0,4.4,48.0,Moderate,Rainy
1444,Pune,148.3,385.2,33.4,31.1,2.6,70.2,23.4,51.0,1.1,188.0,Moderate,Rainy
1445,Pune,67.3,113.7,92.8,97.3,0.79,160.1,37.9,32.0,5.2,91.0,Severe,Rainy
1446,Pune,26.6,293.9,123.8,24.8,4.91,24.4,35.2,82.0,18.8,148.0,Satisfactory,Sunny
1447,Bengaluru,164.8,209.9,168.9,8.5,4.45,167.5,26.6,87.0,12.5,181.0,Good,Foggy
1448,Pune,187.2,395.8,170.0,56.8,4.25,121.2,41.7,88.0,16.9,251.0,Very Poor,Rainy
1449,Pune,73.1,242.8,148.3,85.1,3.41,108.0,11.1,29.0,3.9,154.0,Poor,Cloudy
1450,Chennai,171.8,,81.6,11.8,0.95,170.1,24.1,40.0,2.1,202.0,Severe,Sunny
1451,Bengaluru,212.3,387.2,64.8,70.8,1.97,52.8,28.8,32.0,2.9,221.0,Severe,Rainy
1452,Pune,95.6,,126.6,58.3,4.75,76.1,26.9,44.0,13.7,80.0,Good,Rainy
1453,Surat,270.5,382.0,148.8,23.0,0.96,15.3,25.0,33.0,16.7,267.0,Poor,Foggy
1454,Pune,298.9,48.1,36.4,28.0,2.16,60.8,43.8,31.0,12.3,127.0,Satisfactory,Sunny
1455,Kolkata,248.1,352.5,148.9,16.3,4.27,107.2,30.4,73.0,3.9,249.0,Severe,Rainy
1456,Delhi,213.4,103.5,31.9,11.5,0.79,56.3,40.2,52.0,0.8,116.0,Poor,Cloudy
1457,Bengaluru,269.7,240.7,,9.4,4.5,128.0,14.3,25.0,0.8,,Very Poor,Foggy
1458,Mumbai,199.7,13.2,40.0,42.0,1.55,59.7,11.5,47.0,6.8,84.0,Satisfactory,Rainy
1459,Bengaluru,147.2,53.6,99.5,60.2,4.94,123.2,,72.0,18.8,100.0,Moderate,Rainy
1460,Kolkata,272.8,66.5,131.2,70.2,2.6,154.0,37.4,60.0,11.3,156.0,Moderate,Rainy
1461,Ahmedabad,41.9,204.7,146.7,87.1,3.57,28.7,40.4,29.0,6.9,131.0,Satisfactory,Rainy
1462,Hyderabad,157.4,158.2,76.7,58.2,1.99,163.1,38.4,80.0,6.6,130.0,Very Poor,Foggy
1463,Delhi,199.6,87.5,88.2,83.0,4.15,146.7,19.9,62.0,4.3,125.0,Poor,Cloudy
1464,Jaipur,5.5,276.1,90.5,97.2,3.81,192.3,22.0,62.0,8.3,124.0,Poor,Cloudy
1465,Kolkata,181.1,180.5,27.1,42.0,3.15,195.0,25.8,38.0,2.7,129.0,Good,Foggy
1466,Hyderabad,217.4,333.5,32.6,24.3,2.74,142.4,20.6,61.0,14.7,194.0,Poor,Cloudy
1467,Pune,229.0,268.0,101.6,26.6,3.79,5.2,43.9,81.0,5.3,199.0,Very Poor,Sunny
1468,Pune,182.5,224.5,120.7,21.5,4.22,129.7,38.9,91.0,14.6,175.0,Poor,Rainy
1469,Ahmedabad,242.6,98.0,102.6,42.6,3.72,18.1,32.4,93.0,4.3,147.0,Poor,Rainy
1470,Chennai,197.1,329.8,46.7,34.3,3.72,173.3,20.3,94.0,10.4,191.0,Poor,Rainy
1471,Jaipur,233.2,389.7,,23.9,1.23,181.6,13.6,64.0,4.4,,Very Poor,Rainy
1472,Ahmedabad,56.4,377.1,76.8,41.3,2.94,27.6,23.5,69.0,8.5,170.0,Moderate,Cloudy
1473,Surat,15.6,149.9,136.3,94.9,3.97,11.9,19.9,88.0,13.8,100.0,Very Poor,Rainy
1474,Kolkata,155.5,11.3,128.0,88.4,4.8,61.5,18.6,82.0,18.0,98.0,Good,Rainy
1475,Delhi,147.3,321.4,151.6,28.5,2.08,17.5,21.2,71.0,5.3,206.0,Very Poor,Foggy
1476,Hyderabad,228.2,188.6,30.4,97.4,1.5,80.9,28.0,46.0,19.5,149.0,Satisfactory,Rainy
1477,Jaipur,98.4,322.0,14.7,71.8,2.31,66.2,43.4,91.0,18.8,145.0,Poor,Foggy
1478,Kolkata,98.2,369.9,114.0,27.5,2.92,189.2,36.5,90.0,19.7,194.0,Severe,Sunny
1479,Chennai,184.2,342.6,145.7,76.0,4.02,68.2,,20.0,13.5,224.0,Very Poor,Sunny
1480,Pune,207.0,377.3,30.0,31.0,3.51,190.9,,86.0,0.5,204.0,Poor,Sunny
1481,Bengaluru,109.8,164.6,87.4,98.6,2.83,190.6,31.3,73.0,6.0,120.0,Good,Rainy
1482,Surat,134.2,110.3,51.8,72.0,1.47,43.9,18.7,81.0,12.9,98.0,Satisfactory,Rainy
1483,Ahmedabad,,312.0,34.4,3.6,0.28,158.4,44.6,68.0,8.5,173.0,Moderate,Foggy
1484,Jaipur,71.0,98.8,42.4,84.3,1.17,100.0,39.2,70.0,2.8,70.0,Good,Rainy
1485,Delhi,148.3,280.0,168.8,39.2,0.6,122.5,33.2,21.0,4.0,199.0,Satisfactory,Rainy
1486,Hyderabad,157.1,227.2,90.7,75.7,2.11,54.8,14.8,46.0,11.3,158.0,Poor,Sunny
1487,Delhi,19.4,187.0,88.5,87.5,3.02,187.4,28.9,49.0,3.4,98.0,Moderate,Sunny
1488,Hyderabad,208.4,389.1,48.4,38.3,2.89,125.0,15.1,71.0,6.8,215.0,Poor,Rainy
1489,Chennai,127.5,358.3,116.1,35.6,1.35,16.2,29.1,93.0,13.7,200.0,Severe,Foggy
1490,Bengaluru,172.7,13.2,56.5,31.7,3.11,155.3,25.5,59.0,15.6,80.0,Good,Foggy
1491,Jaipur,299.7,75.2,169.2,15.1,2.91,90.8,17.6,66.0,2.5,181.0,Severe,Foggy
1492,Kolkata,244.8,329.0,110.8,76.3,2.48,53.6,32.9,62.0,10.2,228.0,Very Poor,Rainy
1493,Jaipur,223.3,58.1,73.1,57.4,2.7,19.6,40.6,69.0,17.7,118.0,Very Poor,Rainy
1494,Jaipur,79.1,184.8,88.9,43.2,3.47,123.1,21.4,90.0,13.0,117.0,Moderate,Cloudy
1495,Pune,263.4,74.8,103.4,15.7,2.97,6.0,38.9,56.0,1.0,147.0,Good,Sunny
1496,Hyderabad,78.6,118.4,6.1,26.5,1.89,26.2,37.4,26.0,12.9,67.0,Severe,Sunny
1497,Pune,261.2,200.5,50.7,72.2,3.23,70.4,20.9,26.0,2.0,170.0,Good,Rainy
1498,Kolkata,88.7,317.6,7.3,85.3,2.42,156.2,17.8,81.0,3.2,137.0,Satisfactory,Foggy
1499,Jaipur,180.9,16.0,118.9,72.7,2.07,67.7,32.7,49.0,11.1,105.0,Satisfactory,Foggy
1500,Kolkata,222.8,196.4,159.4,49.7,4.01,7.1,28.3,71.0,5.0,192.0,Satisfactory,Rainy
1501,Pune,219.0,397.4,19.9,58.6,1.53,185.7,39.0,57.0,8.2,212.0,Poor,Foggy
1502,Ahmedabad,24.3,115.0,144.6,18.3,3.84,43.4,19.3,93.0,10.9,94.0,Severe,Cloudy
1503,Kolkata,278.4,268.0,101.5,68.1,0.98,38.3,19.5,53.0,15.9,215.0,Satisfactory,Foggy
1504,Kolkata,115.5,69.6,121.9,81.0,0.69,42.4,13.9,28.0,19.0,102.0,Very Poor,Cloudy
1505,Ahmedabad,26.1,314.4,12.6,86.7,1.37,21.2,18.3,95.0,1.5,117.0,Poor,Sunny
1506,Ahmedabad,60.2,44.4,47.9,37.9,4.54,41.6,33.7,75.0,9.9,50.0,Good,Sunny
1507,Pune,150.0,134.8,87.9,13.1,2.94,41.4,36.3,48.0,5.8,124.0,Severe,Cloudy
1508,Ahmedabad,189.3,364.3,10.5,90.3,0.45,140.1,31.4,26.0,10.4,188.0,Moderate,Sunny
1509,Ahmedabad,155.7,369.9,147.6,89.6,2.94,174.1,37.5,35.0,15.6,224.0,Good,Foggy
1510,Delhi,213.1,166.2,47.7,28.2,3.6,185.7,28.4,55.0,16.6,142.0,Moderate,Sunny
1511,Hyderabad,63.8,75.6,113.4,59.6,2.1,74.2,10.6,38.0,6.3,84.0,Severe,Foggy
1512,Ahmedabad,129.7,96.4,52.4,79.1,1.6,182.9,17.6,60.0,18.2,92.0,Very Poor,Rainy
1513,Surat,247.4,285.1,144.9,3.0,0.64,139.1,,27.0,9.7,225.0,Very Poor,Sunny
1514,Delhi,78.2,275.2,72.7,18.6,4.88,150.6,17.0,58.0,16.5,142.0,Satisfactory,Rainy
1515,Chennai,184.5,317.9,65.4,44.1,0.69,21.6,38.4,48.0,13.5,189.0,Good,Rainy
1516,Mumbai,27.2,202.2,42.1,43.3,2.61,198.1,15.5,64.0,13.7,90.0,Severe,Rainy
1517,Bengaluru,106.2,178.1,69.6,6.2,2.39,93.4,23.2,85.0,5.2,117.0,Severe,Foggy
1518,Jaipur,22.7,229.4,51.8,21.7,2.45,122.4,17.7,46.0,15.5,101.0,Satisfactory,Rainy
1519,Pune,255.6,30.6,48.6,25.7,4.34,6.7,20.1,42.0,6.6,111.0,Poor,Sunny
1520,Hyderabad,281.0,125.4,47.8,61.5,3.26,54.3,37.9,78.0,19.9,151.0,Satisfactory,Sunny
1521,Pune,51.5,139.2,10.4,36.1,2.18,45.8,25.0,95.0,2.2,67.0,Satisfactory,Foggy
1522,Hyderabad,46.7,101.5,22.3,95.4,1.5,98.6,33.4,27.0,18.2,56.0,Moderate,Sunny
1523,Pune,87.7,113.8,,66.7,3.56,126.7,17.3,60.0,12.8,,Poor,Sunny
1524,Surat,78.7,185.1,161.9,70.7,1.22,165.4,19.4,51.0,7.0,141.0,Severe,Sunny
1525,Pune,113.5,205.7,121.7,97.7,4.46,116.2,24.5,39.0,19.4,146.0,Very Poor,Cloudy
1526,Mumbai,205.4,175.8,150.1,14.8,1.98,87.0,21.2,58.0,13.9,177.0,Satisfactory,Cloudy
1527,Hyderabad,28.9,280.1,175.3,83.7,1.0,136.8,42.2,48.0,6.6,161.0,Poor,Cloudy
1528,Ahmedabad,206.5,99.7,116.7,79.0,0.63,93.9,38.4,56.0,17.1,140.0,Moderate,Foggy
1529,Mumbai,205.7,10.8,43.3,10.0,0.23,26.0,27.1,35.0,6.5,86.0,Very Poor,Rainy
1530,Chennai,82.6,212.1,63.1,86.0,1.69,88.0,30.1,93.0,4.7,119.0,Good,Cloudy
1531,Bengaluru,120.2,33.8,150.3,18.6,3.31,72.9,37.1,54.0,16.4,101.0,Very Poor,Rainy
1532,Jaipur,79.5,239.7,81.5,15.0,3.21,101.4,11.8,67.0,5.0,133.0,Severe,Rainy
1533,Hyderabad,120.0,151.9,44.8,77.3,2.63,147.9,34.7,93.0,5.4,105.0,Very Poor,Sunny
1534,Kolkata,282.4,176.9,9.3,46.5,4.54,144.1,41.3,94.0,4.5,156.0,Poor,Cloudy
1535,Chennai,112.6,257.8,10.0,82.8,3.38,90.3,35.4,58.0,18.2,126.0,Severe,Cloudy
1536,Jaipur,272.7,332.5,179.6,13.1,4.83,41.8,34.1,46.0,8.0,261.0,Good,Foggy
1537,Chennai,73.0,178.3,169.7,55.7,1.31,181.6,28.1,52.0,9.5,140.0,Satisfactory,Rainy
1538,Kolkata,69.4,206.0,50.1,6.1,4.6,110.0,20.9,89.0,17.7,108.0,Severe,Rainy
1539,Pune,,103.2,77.8,6.1,2.54,186.8,39.0,46.0,5.0,97.0,Satisfactory,Rainy
1540,Pune,165.5,296.4,20.3,3.3,3.76,175.6,33.8,87.0,2.7,160.0,Moderate,Sunny
1541,Ahmedabad,179.1,111.0,36.0,49.1,4.93,5.4,27.0,61.0,12.9,108.0,Severe,Foggy
1542,Mumbai,208.3,52.6,164.5,37.9,1.6,172.6,26.8,55.0,13.2,141.0,Moderate,Foggy
1543,Bengaluru,276.2,286.7,97.8,55.3,3.83,159.3,22.2,42.0,16.8,220.0,Moderate,Foggy
1544,Hyderabad,154.6,187.5,171.3,70.7,1.47,17.3,43.9,66.0,5.2,171.0,Good,Rainy
1545,Surat,166.5,66.5,125.2,94.8,1.4,62.8,33.2,71.0,16.6,119.0,Very Poor,Rainy
1546,Mumbai,101.3,333.1,7.0,81.1,4.13,175.0,25.4,60.0,15.0,147.0,Poor,Foggy
1547,Mumbai,153.7,85.8,98.5,31.7,2.33,80.5,28.2,52.0,1.3,112.0,Very Poor,Foggy
1548,Kolkata,274.7,44.7,156.9,72.4,4.15,137.4,13.6,,10.6,158.0,Very Poor,Cloudy
1549,Delhi,229.7,309.3,91.9,55.5,0.85,35.6,22.0,80.0,12.6,210.0,Good,Cloudy
1550,Delhi,131.1,268.6,84.0,42.8,5.0,188.0,14.4,20.0,15.6,161.0,Moderate,Cloudy
1551,Kolkata,286.5,168.9,138.3,28.7,4.81,90.1,30.8,85.0,12.4,197.0,Poor,Rainy
1552,Ahmedabad,68.6,261.4,145.9,55.7,1.39,75.3,,68.0,3.2,158.0,Good,Rainy
1553,Surat,204.6,124.5,142.8,58.7,4.37,112.7,12.0,75.0,9.5,157.0,Very Poor,Cloudy
1554,Jaipur,44.3,13.4,80.2,33.7,1.91,24.6,,59.0,6.6,45.0,Good,Sunny
1555,Ahmedabad,157.6,312.5,114.0,81.1,1.34,101.4,38.7,35.0,19.5,194.0,Poor,Sunny
1556,Ahmedabad,114.4,392.9,35.8,36.3,1.9,160.6,14.0,76.0,5.9,181.0,Severe,Sunny
1557,Ahmedabad,139.8,307.7,117.5,43.6,3.41,71.6,42.3,58.0,8.9,188.0,Moderate,Sunny
1558,Pune,238.4,31.8,148.6,97.3,3.31,191.2,44.7,70.0,17.4,139.0,Good,Foggy
1559,Mumbai,79.3,163.3,116.6,90.1,1.05,19.5,28.6,33.0,13.2,119.0,Poor,Rainy
1560,Chennai,271.7,165.6,99.6,99.0,3.89,135.6,34.8,,2.4,178.0,Very Poor,Rainy
1561,Delhi,149.7,161.0,150.1,58.3,4.23,122.8,10.5,30.0,7.9,153.0,Poor,Foggy
1562,Pune,146.4,181.8,24.4,56.8,1.35,82.5,29.2,34.0,19.5,117.0,Satisfactory,Foggy
1563,Mumbai,164.9,225.0,37.2,79.1,1.2,196.2,23.6,51.0,10.8,142.0,Good,Sunny
1564,Mumbai,157.6,311.2,45.1,19.4,1.58,95.6,33.3,48.0,5.4,171.0,Good,Foggy
1565,Kolkata,198.3,136.5,163.5,19.2,4.14,7.8,31.2,38.0,18.1,166.0,Poor,Foggy
1566,Kolkata,125.1,98.2,97.7,67.2,1.72,10.4,37.0,43.0,7.8,107.0,Severe,Cloudy
1567,Surat,298.4,146.7,65.5,72.1,4.17,42.5,37.8,48.0,14.7,170.0,Good,Sunny
1568,Kolkata,260.2,202.5,24.0,73.5,2.03,5.2,40.8,87.0,15.5,162.0,Severe,Sunny
1569,Mumbai,15.3,85.3,111.0,19.3,3.79,37.8,13.0,42.0,10.4,70.0,Good,Rainy
1570,Delhi,5.1,260.8,,6.0,0.72,94.8,19.2,47.0,11.1,,Satisfactory,Cloudy
1571,Hyderabad,156.2,140.6,160.6,71.1,1.72,153.3,31.7,65.0,10.7,152.0,Good,Cloudy
1572,Chennai,124.2,268.5,74.9,92.6,1.16,54.3,20.8,27.0,3.2,155.0,Severe,Cloudy
1573,Chennai,202.6,188.5,117.2,38.6,2.78,48.6,33.9,93.0,3.3,169.0,Severe,Rainy
1574,Pune,297.0,205.1,104.6,26.1,1.81,193.3,32.3,68.0,3.4,202.0,Moderate,Foggy
1575,Kolkata,137.8,333.7,93.4,13.1,3.56,44.0,39.1,86.0,0.8,188.0,Satisfactory,Cloudy
1576,Jaipur,64.9,30.8,,89.0,4.06,117.5,23.3,40.0,4.1,,Moderate,Sunny
1577,Hyderabad,236.3,74.9,87.4,51.1,2.29,47.2,44.2,81.0,17.9,132.0,Moderate,Rainy
1578,Bengaluru,150.8,194.3,164.7,21.0,0.57,197.1,31.8,48.0,13.1,169.0,Severe,Cloudy
1579,Jaipur,282.0,257.2,81.0,9.9,1.54,103.9,32.0,24.0,12.8,206.0,Moderate,Sunny
1580,Jaipur,142.3,279.9,42.2,36.0,1.31,182.7,34.5,35.0,8.0,154.0,Moderate,Sunny
1581,Chennai,101.7,369.7,42.0,5.6,3.46,177.2,33.0,41.0,17.1,171.0,Severe,Foggy
1582,Ahmedabad,69.6,127.8,60.0,84.1,0.23,48.4,17.4,66.0,10.6,85.0,Poor,Cloudy
1583,Chennai,83.3,42.3,115.4,20.8,3.76,139.0,41.4,36.0,13.8,80.0,Poor,Cloudy
1584,Surat,84.2,284.6,28.2,36.9,0.42,168.1,23.6,20.0,9.8,132.0,Good,Cloudy
1585,Mumbai,73.8,142.1,62.2,42.7,1.15,149.7,40.5,37.0,11.7,92.0,Very Poor,Sunny
1586,Chennai,206.9,15.7,111.0,97.3,0.58,19.8,23.4,21.0,18.3,111.0,Severe,Foggy
1587,Delhi,54.0,268.2,50.5,36.3,2.58,88.2,19.8,20.0,0.5,124.0,Severe,Cloudy
1588,Kolkata,110.0,143.5,144.4,51.5,0.77,125.1,13.2,36.0,11.6,132.0,Very Poor,Foggy
1589,Hyderabad,17.0,158.4,142.1,99.4,4.22,60.9,35.2,24.0,5.0,105.0,Very Poor,Cloudy
1590,Kolkata,147.1,11.8,144.6,64.0,3.85,63.4,39.1,33.0,9.6,101.0,Very Poor,Foggy
1591,Chennai,88.9,60.1,60.6,25.4,3.73,27.8,18.2,64.0,5.1,69.0,Satisfactory,Rainy
1592,Mumbai,266.9,333.6,49.2,62.8,2.46,143.2,39.1,67.0,4.3,216.0,Moderate,Rainy
1593,Hyderabad,109.6,52.3,11.4,24.5,1.66,69.4,15.9,82.0,9.2,57.0,Good,Sunny
1594,Surat,114.1,233.8,168.3,30.0,4.05,199.9,42.8,74.0,5.2,172.0,Severe,Cloudy
1595,Bengaluru,224.7,102.5,109.7,15.9,4.96,160.1,43.5,47.0,10.9,145.0,Severe,Foggy
1596,Pune,182.7,237.9,83.3,27.5,3.44,134.7,35.2,44.0,2.8,167.0,Satisfactory,Cloudy
1597,Bengaluru,40.8,255.1,48.9,6.8,4.7,187.4,41.1,67.0,3.5,114.0,Poor,Foggy
